DATATYPE	CNT	 TIME	 LPCX	 LPCY	 LPD	 LPS	 LPV	 RPCX	 RPCY	 RPD	 RPS	 RPV	 LEYEX	 LEYEY	 LEYEZ	 LPUPILD	 LPUPILV	 REYEX	 REYEY	 REYEZ	 RPUPILD	 RPUPILV	 BKID	 BKDUR	 BKPMIN	 USER	
SMP	55200	957.60181	0.63687	0.71462	29.52622	0.88055	0	0.68635	0.77518	12.22814	0.88055	0	-0.02960	-0.02717	0.54279	0.00981	1	0.02961	-0.02915	0.55628	0.00391	1	296	0.00000	19	START_RECORDING	
SMP	55201	957.60791	0.63687	0.71462	29.52622	0.89197	0	0.68635	0.77518	12.22814	0.89197	0	-0.02960	-0.02717	0.54279	0.00981	1	0.02961	-0.02915	0.55628	0.00391	1	296	0.00000	19	START_RECORDING	
SMP	55202	957.63641	0.63687	0.71462	29.52622	0.89197	0	0.68635	0.77518	12.22814	0.89197	0	-0.02960	-0.02717	0.54279	0.00981	1	0.02961	-0.02915	0.55628	0.00391	1	296	0.00000	19	START_RECORDING	
SMP	55203	957.65607	0.63687	0.71462	29.52622	0.89197	0	0.68635	0.77518	12.22814	0.89197	0	-0.02960	-0.02717	0.54279	0.00981	1	0.02961	-0.02915	0.55628	0.00391	1	296	0.00000	19	START_RECORDING	
SMP	55204	957.68506	0.63687	0.71462	29.52622	0.89197	0	0.68635	0.77518	12.22814	0.89197	0	-0.02960	-0.02717	0.54279	0.00981	1	0.02961	-0.02915	0.55628	0.00391	1	296	0.00000	19	START_RECORDING	
SMP	55205	957.69012	0.63687	0.71462	29.52622	0.89197	0	0.68635	0.77518	12.22814	0.89197	0	-0.02960	-0.02717	0.54279	0.00981	1	0.02961	-0.02915	0.55628	0.00391	1	296	0.00000	19	START_RECORDING	
SMP	55206	957.70490	0.63687	0.71462	29.52622	0.89197	0	0.68635	0.77518	12.22814	0.89197	0	-0.02960	-0.02717	0.54279	0.00981	1	0.02961	-0.02915	0.55628	0.00391	1	296	0.00000	19	START_RECORDING	
SMP	55207	957.72528	0.63687	0.71462	29.52622	0.89197	0	0.68635	0.77518	12.22814	0.89197	0	-0.02960	-0.02717	0.54279	0.00981	1	0.02961	-0.02915	0.55628	0.00391	1	296	0.00000	19	START_RECORDING	
SMP	55208	957.73419	0.63687	0.71462	29.52622	0.89197	0	0.68635	0.77518	12.22814	0.89197	0	-0.02960	-0.02717	0.54279	0.00981	1	0.02961	-0.02915	0.55628	0.00391	1	296	0.00000	19	START_RECORDING	
SMP	55209	957.75031	0.30337	0.75873	12.19100	0.89197	1	0.68944	0.77286	11.65979	0.89197	1	-0.02960	-0.02717	0.54279	0.00415	1	0.02961	-0.02915	0.55628	0.00360	1	0	0.14853	20	START_RECORDING	
SMP	55210	957.77405	0.30379	0.75956	11.53368	0.89197	1	0.68988	0.77259	12.43274	0.89197	1	-0.03100	-0.02838	0.57435	0.00400	1	0.03088	-0.02972	0.57216	0.00366	1	0	0.00000	20	START_RECORDING	
SMP	55211	957.78528	0.30322	0.75923	12.16228	0.89197	1	0.68994	0.77228	11.96702	0.89197	1	-0.03100	-0.02838	0.57435	0.00391	1	0.03088	-0.02972	0.57216	0.00385	1	0	0.00000	20	START_RECORDING	
SMP	55212	957.78979	0.30333	0.75986	12.09926	0.89197	1	0.68986	0.77247	12.15305	0.89197	1	-0.03100	-0.02838	0.57435	0.00399	1	0.03088	-0.02972	0.57216	0.00381	1	0	0.00000	20	START_RECORDING	
SMP	55213	957.80066	0.30396	0.76011	11.48100	0.89197	1	0.69024	0.77295	11.43646	0.89197	1	-0.03100	-0.02838	0.57435	0.00423	1	0.03088	-0.02972	0.57216	0.00388	1	0	0.00000	20	START_RECORDING	
SMP	55214	957.81219	0.30379	0.76049	11.96842	0.89197	1	0.69028	0.77264	12.02394	0.89197	1	-0.03100	-0.02838	0.57435	0.00414	1	0.03088	-0.02972	0.57216	0.00387	1	0	0.00000	20	START_RECORDING	
SMP	55215	957.82416	0.30348	0.76149	11.93861	0.89197	1	0.68972	0.77369	11.43277	0.89197	1	-0.03100	-0.02859	0.57435	0.00391	1	0.03100	-0.02999	0.57435	0.00376	1	0	0.00000	20	START_RECORDING	
SMP	55216	957.84387	0.30398	0.76120	11.43828	0.89197	1	0.69025	0.77387	10.73328	0.89197	1	-0.03100	-0.02859	0.57435	0.00395	1	0.03100	-0.02999	0.57435	0.00392	1	0	0.00000	20	START_RECORDING	
SMP	55217	957.86530	0.30383	0.76199	11.36984	0.89197	1	0.69005	0.77393	10.56097	0.89197	1	-0.03100	-0.02859	0.57435	0.00416	1	0.03100	-0.02999	0.57435	0.00401	1	0	0.00000	20	START_RECORDING	
SMP	55218	957.87122	0.30382	0.76351	11.53871	0.89197	1	0.69056	0.77626	11.63345	0.89197	1	-0.03088	-0.02864	0.57216	0.00391	1	0.03088	-0.02998	0.57206	0.00356	1	0	0.00000	20	START_RECORDING	
SMP	55219	957.93103	0.30377	0.76303	11.33232	0.89197	1	0.69041	0.77653	11.83099	0.89197	1	-0.03088	-0.02864	0.57216	0.00392	1	0.03088	-0.02998	0.57206	0.00359	1	0	0.00000	20	START_RECORDING	
SMP	55220	957.96704	0.30384	0.76367	11.50538	0.89197	1	0.69019	0.77575	11.18188	0.89197	1	-0.03088	-0.02864	0.57216	0.00412	1	0.03088	-0.02998	0.57206	0.00360	1	0	0.00000	20	START_RECORDING	
SMP	55221	958.12640	0.30622	0.76299	11.27894	0.88596	1	0.69176	0.77574	11.31600	0.88596	1	-0.03023	-0.02824	0.56305	0.00388	1	0.03101	-0.03005	0.57044	0.00382	1	0	0.00000	20	START_RECORDING	
SMP	55222	958.27234	0.30620	0.76365	11.21015	0.87995	1	0.69175	0.77655	11.26889	0.87995	1	-0.03023	-0.02824	0.56305	0.00382	1	0.03101	-0.03005	0.57044	0.00406	1	0	0.00000	20	START_RECORDING	
SMP	55223	958.29279	0.30629	0.76311	11.27596	0.87394	1	0.69155	0.77683	10.86998	0.87394	1	-0.03023	-0.02824	0.56305	0.00396	1	0.03101	-0.03005	0.57044	0.00399	1	0	0.00000	20	START_RECORDING	
SMP	55224	958.30762	0.30650	0.76359	10.78661	0.87394	1	0.69098	0.77827	11.85344	0.87394	1	-0.03092	-0.02893	0.57684	0.00372	1	0.03101	-0.03005	0.57044	0.00382	1	0	0.00000	20	START_RECORDING	
MSG	1	958.3295	CLIENT2_READY
SMP	55225	958.33752	0.30619	0.76378	10.42209	0.87995	1	0.69117	0.77863	12.25038	0.87995	1	-0.03092	-0.02893	0.57684	0.00378	1	0.03101	-0.03005	0.57044	0.00373	1	0	0.00000	20	CLIENT2_READY	
SMP	55226	958.35046	0.30652	0.76447	10.73945	0.88596	1	0.69100	0.77879	12.09878	0.88596	1	-0.03092	-0.02893	0.57684	0.00387	1	0.03101	-0.03005	0.57044	0.00375	1	0	0.00000	20	CLIENT2_READY	
SMP	55227	958.35468	0.30630	0.76489	10.99532	0.88596	1	0.69142	0.77701	10.88700	0.88024	1	-0.03001	-0.02819	0.55888	0.00384	1	0.03032	-0.02960	0.55888	0.00400	1	0	0.00000	20	CLIENT2_READY	
SMP	55228	958.36407	0.30571	0.76253	10.75425	0.87423	1	0.69145	0.77740	11.01649	0.86850	1	-0.03001	-0.02819	0.55888	0.00392	1	0.03032	-0.02960	0.55888	0.00405	1	0	0.00000	20	CLIENT2_READY	
SMP	55229	958.37152	0.30556	0.76363	11.38572	0.86850	1	0.69174	0.77881	11.51080	0.86850	1	-0.03100	-0.02891	0.57435	0.00360	1	0.03100	-0.03031	0.57435	0.00367	1	0	0.00000	20	CLIENT2_READY	
SMP	55230	958.37451	0.30382	0.76360	11.62766	0.86850	1	0.69117	0.77397	10.25359	0.86850	1	-0.03100	-0.02891	0.57435	0.00348	1	0.03100	-0.03031	0.57435	0.00261	1	0	0.00000	20	CLIENT2_READY	
SMP	55231	958.38373	0.30175	0.76469	10.48444	0.87451	1	0.68635	0.77882	10.56200	0.88024	1	-0.03164	-0.02876	0.57027	0.00404	1	0.03057	-0.03085	0.58244	0.00363	1	0	0.00000	20	CLIENT2_READY	
SMP	55232	958.38708	0.30092	0.76382	11.04116	0.88625	1	0.68610	0.77964	10.63699	0.89197	1	-0.03164	-0.02876	0.57027	0.00392	1	0.03057	-0.03085	0.58244	0.00371	1	0	0.00000	20	CLIENT2_READY	
SMP	55233	958.39716	0.30075	0.76543	10.99161	0.89197	1	0.68638	0.77897	10.26625	0.89837	1	-0.03195	-0.02916	0.57598	0.00375	1	0.03065	-0.03110	0.58501	0.00391	1	0	0.00000	20	CLIENT2_READY	
SMP	55234	958.40314	0.30074	0.76687	11.26802	0.89837	1	0.68583	0.78053	10.78718	0.90477	1	-0.03195	-0.02916	0.57598	0.00379	1	0.03065	-0.03110	0.58501	0.00366	1	0	0.00000	20	CLIENT2_READY	
SMP	55235	958.43378	0.30128	0.76600	11.55424	0.90477	1	0.68634	0.77581	9.36086	0.91117	1	-0.03195	-0.02916	0.57598	0.00384	1	0.03065	-0.03110	0.58501	0.00259	1	0	0.00000	20	CLIENT2_READY	
SMP	55236	958.43793	0.30334	0.76832	11.82708	0.91117	1	0.68898	0.78100	10.07124	0.91117	1	-0.03166	-0.02930	0.57453	0.00371	1	0.03008	-0.03057	0.56908	0.00398	1	0	0.00000	20	CLIENT2_READY	
SMP	55237	958.44879	0.30394	0.76706	10.13903	0.91117	1	0.68888	0.78294	10.25189	0.90477	1	-0.03166	-0.02930	0.57453	0.00402	1	0.03008	-0.03057	0.56908	0.00375	1	0	0.00000	20	CLIENT2_READY	
SMP	55238	958.47302	0.30386	0.76815	10.50358	0.90477	1	0.68980	0.77820	8.99202	0.89837	1	-0.03166	-0.02930	0.57453	0.00387	1	0.03008	-0.03057	0.56908	0.00250	1	0	0.00000	20	CLIENT2_READY	
SMP	55239	958.48431	0.30419	0.76988	11.83758	0.89837	1	0.68961	0.78539	11.22140	0.89197	1	-0.03143	-0.02940	0.57436	0.00382	1	0.03075	-0.03125	0.57966	0.00373	1	0	0.00000	20	CLIENT2_READY	
SMP	55240	958.51208	0.30457	0.76936	11.87426	0.89197	1	0.68998	0.78444	10.31983	0.89197	1	-0.03143	-0.02940	0.57436	0.00374	1	0.03075	-0.03125	0.57966	0.00375	1	0	0.00000	20	CLIENT2_READY	
SMP	55241	958.51593	0.30508	0.76839	11.47074	0.89197	1	0.69039	0.78383	10.55637	0.89197	1	-0.03143	-0.02940	0.57436	0.00367	1	0.03075	-0.03125	0.57966	0.00391	1	0	0.00000	20	CLIENT2_READY	
SMP	55242	958.53345	0.30569	0.76762	11.36429	0.89197	1	0.69221	0.78433	9.71655	0.89197	1	-0.03099	-0.02903	0.57017	0.00381	1	0.03051	-0.03063	0.56914	0.00396	1	0	0.00000	20	CLIENT2_READY	
SMP	55243	958.56567	0.30703	0.76704	10.99766	0.89197	1	0.69211	0.78425	10.39846	0.89197	1	-0.03099	-0.02903	0.57017	0.00382	1	0.03051	-0.03063	0.56914	0.00397	1	0	0.00000	20	CLIENT2_READY	
SMP	55244	958.57825	0.30741	0.76621	11.29016	0.89197	1	0.69238	0.78351	10.63415	0.89197	1	-0.03099	-0.02903	0.57017	0.00384	1	0.03051	-0.03063	0.56914	0.00387	1	0	0.00000	20	CLIENT2_READY	
SMP	55245	958.59094	0.30799	0.76617	11.65260	0.89197	1	0.69497	0.78443	10.81122	0.89197	1	-0.03092	-0.02915	0.57684	0.00382	1	0.03101	-0.03070	0.57044	0.00381	1	0	0.00000	20	CLIENT2_READY	
SMP	55246	958.63257	0.31012	0.76601	11.33695	0.89197	1	0.69467	0.78485	10.46782	0.89197	1	-0.03092	-0.02915	0.57684	0.00381	1	0.03101	-0.03070	0.57044	0.00375	1	0	0.00000	20	CLIENT2_READY	
SMP	55247	958.67438	0.31000	0.76565	11.20663	0.89197	1	0.69455	0.78387	10.25511	0.89197	1	-0.03092	-0.02915	0.57684	0.00373	1	0.03101	-0.03070	0.57044	0.00372	1	0	0.00000	20	CLIENT2_READY	
SMP	55248	958.69452	0.31153	0.76509	11.32065	0.89197	1	0.69728	0.78471	9.91348	0.89197	1	-0.03026	-0.02887	0.57246	0.00397	1	0.03166	-0.03092	0.57453	0.00393	1	0	0.00000	20	CLIENT2_READY	
SMP	55249	958.70416	0.31265	0.76487	11.37302	0.89197	1	0.69741	0.78434	10.08404	0.89197	1	-0.03026	-0.02887	0.57246	0.00403	1	0.03166	-0.03092	0.57453	0.00375	1	0	0.00000	20	CLIENT2_READY	
SMP	55250	958.70959	0.31800	0.76575	11.39135	0.89197	1	0.70387	0.78724	11.01664	0.88625	1	-0.02896	-0.02865	0.56392	0.00332	1	0.03152	-0.03043	0.55966	0.00373	1	0	0.00000	20	CLIENT2_READY	
SMP	55251	958.72131	0.31948	0.76810	11.65153	0.88625	1	0.70448	0.78829	10.79143	0.88052	1	-0.02896	-0.02865	0.56392	0.00378	1	0.03152	-0.03043	0.55966	0.00389	1	0	0.00000	20	CLIENT2_READY	
SMP	55252	958.72491	0.31988	0.76707	12.18104	0.88052	1	0.70550	0.78347	9.55108	0.87479	1	-0.02896	-0.02865	0.56392	0.00362	1	0.03152	-0.03043	0.55966	0.00278	1	0	0.00000	20	CLIENT2_READY	
SMP	55253	958.74860	0.32359	0.76855	11.35133	0.88151	1	0.70788	0.79198	12.18462	0.88151	1	-0.02980	-0.03031	0.59210	0.00381	1	0.03275	-0.03137	0.57107	0.00391	1	0	0.00000	20	CLIENT2_READY	
SMP	55254	958.75269	0.32389	0.76914	11.27459	0.88823	1	0.70855	0.79128	11.25140	0.89396	1	-0.02980	-0.03031	0.59210	0.00351	1	0.03275	-0.03137	0.57107	0.00412	1	0	0.00000	20	CLIENT2_READY	
